condition_family,condition,icd_10_cm_code,icd_10_cm_description,condition_column_name
Metabolic Disease,Type 2 Diabetes,E113543,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral",type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E113549,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye",type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E113551,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, right eye",type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E113552,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, left eye",type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E113553,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, bilateral",type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E113559,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye",type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E11359,Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema,type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E113591,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye",type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E113592,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye",type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E113593,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral",type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E113599,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E1136,Type 2 diabetes mellitus with diabetic cataract,type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E1137X1,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, right eye",type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E1137X2,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, left eye",type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E1137X3,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral",type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E1137X9,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye",type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E1139,Type 2 diabetes mellitus with other diabetic ophthalmic complication,type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E1140,"Type 2 diabetes mellitus with diabetic neuropathy, unspecified",type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E1141,Type 2 diabetes mellitus with diabetic mononeuropathy,type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E1142,Type 2 diabetes mellitus with diabetic polyneuropathy,type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E1143,Type 2 diabetes mellitus with diabetic autonomic (poly)neuropathy,type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E1144,Type 2 diabetes mellitus with diabetic amyotrophy,type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E1149,Type 2 diabetes mellitus with other diabetic neurological complication,type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E1151,Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene,type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E1152,Type 2 diabetes mellitus with diabetic peripheral angiopathy with gangrene,type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E1159,Type 2 diabetes mellitus with other circulatory complications,type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E11610,Type 2 diabetes mellitus with diabetic neuropathic arthropathy,type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E11618,Type 2 diabetes mellitus with other diabetic arthropathy,type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E11620,Type 2 diabetes mellitus with diabetic dermatitis,type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E11621,Type 2 diabetes mellitus with foot ulcer,type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E11622,Type 2 diabetes mellitus with other skin ulcer,type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E11628,Type 2 diabetes mellitus with other skin complications,type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E11630,Type 2 diabetes mellitus with periodontal disease,type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E11638,Type 2 diabetes mellitus with other oral complications,type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E11641,Type 2 diabetes mellitus with hypoglycemia with coma,type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E11649,Type 2 diabetes mellitus with hypoglycemia without coma,type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E1165,Type 2 diabetes mellitus with hyperglycemia,type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E1169,Type 2 diabetes mellitus with other specified complication,type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E118,Type 2 diabetes mellitus with unspecified complications,type_2_diabetes
Metabolic Disease,Type 2 Diabetes,E119,Type 2 diabetes mellitus without complications,type_2_diabetes
Metabolic Disease,Hyperlipidemia,E780,Pure hypercholesterolemia,hyperlipidemia
Metabolic Disease,Hyperlipidemia,E7800,"Pure hypercholesterolemia, unspecified",hyperlipidemia
Metabolic Disease,Hyperlipidemia,E7801,Familial hypercholesterolemia,hyperlipidemia
Metabolic Disease,Hyperlipidemia,E781,Pure hyperglyceridemia,hyperlipidemia
Metabolic Disease,Hyperlipidemia,E782,Mixed hyperlipidemia,hyperlipidemia
Metabolic Disease,Hyperlipidemia,E783,Hyperchylomicronemia,hyperlipidemia
Metabolic Disease,Hyperlipidemia,E784,Other hyperlipidemia,hyperlipidemia
Metabolic Disease,Hyperlipidemia,E7841,Elevated Lipoprotein(a),hyperlipidemia
Metabolic Disease,Hyperlipidemia,E7849,Other hyperlipidemia,hyperlipidemia
Metabolic Disease,Hyperlipidemia,E785,"Hyperlipidemia, unspecified",hyperlipidemia
Metabolic Disease,Obesity,E6601,Morbid (severe) obesity due to excess calories,obesity
Metabolic Disease,Obesity,E6609,Other obesity due to excess calories,obesity
Metabolic Disease,Obesity,E661,Drug-induced obesity,obesity
Metabolic Disease,Obesity,E662,Morbid (severe) obesity with alveolar hypoventilation,obesity
Metabolic Disease,Obesity,E668,Other obesity,obesity
Metabolic Disease,Obesity,E669,"Obesity, unspecified",obesity
Metabolic Disease,Obesity,Z6830,"Body mass index [BMI] 30.0-30.9, adult",obesity
Metabolic Disease,Obesity,Z6831,"Body mass index [BMI] 31.0-31.9, adult",obesity
Metabolic Disease,Obesity,Z6832,"Body mass index [BMI] 32.0-32.9, adult",obesity
Metabolic Disease,Obesity,Z6833,"Body mass index [BMI] 33.0-33.9, adult",obesity
Metabolic Disease,Obesity,Z6834,"Body mass index [BMI] 34.0-34.9, adult",obesity
Metabolic Disease,Obesity,Z6835,"Body mass index [BMI] 35.0-35.9, adult",obesity
Metabolic Disease,Obesity,Z6836,"Body mass index [BMI] 36.0-36.9, adult",obesity
Metabolic Disease,Obesity,Z6837,"Body mass index [BMI] 37.0-37.9, adult",obesity
Metabolic Disease,Obesity,Z6838,"Body mass index [BMI] 38.0-38.9, adult",obesity
Metabolic Disease,Obesity,Z6839,"Body mass index [BMI] 39.0-39.9, adult",obesity
Metabolic Disease,Obesity,Z6841,"Body mass index [BMI] 40.0-44.9, adult",obesity
Metabolic Disease,Obesity,Z6842,"Body mass index [BMI] 45.0-49.9, adult",obesity
Metabolic Disease,Obesity,Z6843,"Body mass index [BMI] 50.0-59.9, adult",obesity
Metabolic Disease,Obesity,Z6844,"Body mass index [BMI] 60.0-69.9, adult",obesity
Metabolic Disease,Obesity,Z6845,"Body mass index [BMI] 70 or greater, adult",obesity
Metabolic Disease,Chronic Kidney Disease,N181,"Chronic kidney disease, stage 1",chronic_kidney_disease
Metabolic Disease,Chronic Kidney Disease,N182,"Chronic kidney disease, stage 2 (mild)",chronic_kidney_disease
Metabolic Disease,Chronic Kidney Disease,N183,"Chronic kidney disease, stage 3 (moderate)",chronic_kidney_disease
Metabolic Disease,Chronic Kidney Disease,N1830,"Chronic kidney disease, stage 3 unspecified",chronic_kidney_disease
Metabolic Disease,Chronic Kidney Disease,N1831,"Chronic kidney disease, stage 3a",chronic_kidney_disease
Metabolic Disease,Chronic Kidney Disease,N1832,"Chronic kidney disease, stage 3b",chronic_kidney_disease
Metabolic Disease,Chronic Kidney Disease,N184,"Chronic kidney disease, stage 4 (severe)",chronic_kidney_disease
Metabolic Disease,Chronic Kidney Disease,N185,"Chronic kidney disease, stage 5",chronic_kidney_disease
Metabolic Disease,Chronic Kidney Disease,N186,End stage renal disease,chronic_kidney_disease
Metabolic Disease,Chronic Kidney Disease,N189,"Chronic kidney disease, unspecified",chronic_kidney_disease
Metabolic Disease,Metabolic Syndrome,E8881,Metabolic syndrome,metabolic_syndrome
Pulmonary Disease,Chronic Obstructive Pulmonary Disease (COPD),J40,"Bronchitis, not specified as acute or chronic",chronic_obstructive_pulmonary_disease
Pulmonary Disease,Chronic Obstructive Pulmonary Disease (COPD),J410,Simple chronic bronchitis,chronic_obstructive_pulmonary_disease
Pulmonary Disease,Chronic Obstructive Pulmonary Disease (COPD),J411,Mucopurulent chronic bronchitis,chronic_obstructive_pulmonary_disease
Pulmonary Disease,Chronic Obstructive Pulmonary Disease (COPD),J418,Mixed simple and mucopurulent chronic bronchitis,chronic_obstructive_pulmonary_disease
Pulmonary Disease,Chronic Obstructive Pulmonary Disease (COPD),J42,Unspecified chronic bronchitis,chronic_obstructive_pulmonary_disease
Pulmonary Disease,Chronic Obstructive Pulmonary Disease (COPD),J430,Unilateral pulmonary emphysema [MacLeod's syndrome],chronic_obstructive_pulmonary_disease
Pulmonary Disease,Chronic Obstructive Pulmonary Disease (COPD),J431,Panlobular emphysema,chronic_obstructive_pulmonary_disease
Pulmonary Disease,Chronic Obstructive Pulmonary Disease (COPD),J432,Centrilobular emphysema,chronic_obstructive_pulmonary_disease
Pulmonary Disease,Chronic Obstructive Pulmonary Disease (COPD),J439,"Emphysema, unspecified",chronic_obstructive_pulmonary_disease
Pulmonary Disease,Chronic Obstructive Pulmonary Disease (COPD),J440,Chronic obstructive pulmonary disease with (acute) lower respiratory infection,chronic_obstructive_pulmonary_disease
Pulmonary Disease,Chronic Obstructive Pulmonary Disease (COPD),J441,Chronic obstructive pulmonary disease with (acute) exacerbation,chronic_obstructive_pulmonary_disease
Pulmonary Disease,Chronic Obstructive Pulmonary Disease (COPD),J449,"Chronic obstructive pulmonary disease, unspecified",chronic_obstructive_pulmonary_disease
Pulmonary Disease,Chronic Obstructive Pulmonary Disease (COPD),J470,Bronchiectasis with acute lower respiratory infection,chronic_obstructive_pulmonary_disease
Pulmonary Disease,Chronic Obstructive Pulmonary Disease (COPD),J471,Bronchiectasis with (acute) exacerbation,chronic_obstructive_pulmonary_disease
Pulmonary Disease,Chronic Obstructive Pulmonary Disease (COPD),J479,"Bronchiectasis, uncomplicated",chronic_obstructive_pulmonary_disease
Pulmonary Disease,Chronic Obstructive Pulmonary Disease (COPD),J982,Interstitial emphysema,chronic_obstructive_pulmonary_disease
Pulmonary Disease,Chronic Obstructive Pulmonary Disease (COPD),J983,Compensatory emphysema,chronic_obstructive_pulmonary_disease
Pulmonary Disease,Asthma,J4520,"Mild intermittent asthma, uncomplicated",asthma
Pulmonary Disease,Asthma,J4521,Mild intermittent asthma with (acute) exacerbation,asthma
Pulmonary Disease,Asthma,J4522,Mild intermittent asthma with status asthmaticus,asthma
Pulmonary Disease,Asthma,J4530,"Mild persistent asthma, uncomplicated",asthma
Pulmonary Disease,Asthma,J4531,Mild persistent asthma with (acute) exacerbation,asthma
Pulmonary Disease,Asthma,J4532,Mild persistent asthma with status asthmaticus,asthma
Pulmonary Disease,Asthma,J4540,"Moderate persistent asthma, uncomplicated",asthma
Pulmonary Disease,Asthma,J4541,Moderate persistent asthma with (acute) exacerbation,asthma
Pulmonary Disease,Asthma,J4542,Moderate persistent asthma with status asthmaticus,asthma
Pulmonary Disease,Asthma,J4550,"Severe persistent asthma, uncomplicated",asthma
Pulmonary Disease,Asthma,J4551,Severe persistent asthma with (acute) exacerbation,asthma
Pulmonary Disease,Asthma,J4552,Severe persistent asthma with status asthmaticus,asthma
Pulmonary Disease,Asthma,J45901,Unspecified asthma with (acute) exacerbation,asthma
Pulmonary Disease,Asthma,J45902,Unspecified asthma with status asthmaticus,asthma
Pulmonary Disease,Asthma,J45909,"Unspecified asthma, uncomplicated",asthma
Pulmonary Disease,Asthma,J45990,Exercise induced bronchospasm,asthma
Pulmonary Disease,Asthma,J45991,Cough variant asthma,asthma
Pulmonary Disease,Asthma,J45998,Other asthma,asthma
Pulmonary Disease,Cystic Fibrosis,E840,Cystic fibrosis with pulmonary manifestations,cystic_fibrosis
Pulmonary Disease,Cystic Fibrosis,E8411,Meconium ileus in cystic fibrosis,cystic_fibrosis
Pulmonary Disease,Cystic Fibrosis,E8419,Cystic fibrosis with other intestinal manifestations,cystic_fibrosis
Pulmonary Disease,Cystic Fibrosis,E848,Cystic fibrosis with other manifestations,cystic_fibrosis
Pulmonary Disease,Cystic Fibrosis,E849,"Cystic fibrosis, unspecified",cystic_fibrosis
Autoimmune Disease,Type 1 Diabetes,E1010,Type 1 diabetes mellitus with ketoacidosis without coma,type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E1011,Type 1 diabetes mellitus with ketoacidosis with coma,type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E1021,Type 1 diabetes mellitus with diabetic nephropathy,type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E1022,Type 1 diabetes mellitus with diabetic chronic kidney disease,type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E1029,Type 1 diabetes mellitus with other diabetic kidney complication,type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E10311,Type 1 diabetes mellitus with unspecified diabetic retinopathy with macular edema,type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E10319,Type 1 diabetes mellitus with unspecified diabetic retinopathy without macular edema,type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E10321,Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E103211,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E103212,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye",type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E103213,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral",type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E103219,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye",type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E10329,Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema,type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E103291,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye",type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E103292,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye",type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E103293,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, bilateral",type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E103299,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye",type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E10331,Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E103311,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, right eye",type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E103312,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye",type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E103313,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral",type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E103319,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye",type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E10339,Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema,type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E103391,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye",type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E103392,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye",type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E103393,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral",type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E103399,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye",type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E10341,Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E103411,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye",type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E103412,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye",type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E103413,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral",type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E103419,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye",type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E10349,Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E103491,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye",type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E103492,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye",type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E103493,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral",type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E103499,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye",type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E10351,Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema,type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E103511,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye",type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E103512,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye",type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E103513,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral",type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E103519,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye",type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E10359,Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema,type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E1036,Type 1 diabetes mellitus with diabetic cataract,type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E1037X1,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, right eye",type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E1037X2,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, left eye",type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E1037X3,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral",type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E1037X9,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye",type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E1039,Type 1 diabetes mellitus with other diabetic ophthalmic complication,type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E1040,"Type 1 diabetes mellitus with diabetic neuropathy, unspecified",type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E1041,Type 1 diabetes mellitus with diabetic mononeuropathy,type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E1042,Type 1 diabetes mellitus with diabetic polyneuropathy,type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E1043,Type 1 diabetes mellitus with diabetic autonomic (poly)neuropathy,type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E1044,Type 1 diabetes mellitus with diabetic amyotrophy,type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E1049,Type 1 diabetes mellitus with other diabetic neurological complication,type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E1051,Type 1 diabetes mellitus with diabetic peripheral angiopathy without gangrene,type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E1052,Type 1 diabetes mellitus with diabetic peripheral angiopathy with gangrene,type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E1059,Type 1 diabetes mellitus with other circulatory complications,type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E10610,Type 1 diabetes mellitus with diabetic neuropathic arthropathy,type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E10618,Type 1 diabetes mellitus with other diabetic arthropathy,type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E10620,Type 1 diabetes mellitus with diabetic dermatitis,type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E10621,Type 1 diabetes mellitus with foot ulcer,type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E10622,Type 1 diabetes mellitus with other skin ulcer,type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E10628,Type 1 diabetes mellitus with other skin complications,type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E10630,Type 1 diabetes mellitus with periodontal disease,type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E10638,Type 1 diabetes mellitus with other oral complications,type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E10641,Type 1 diabetes mellitus with hypoglycemia with coma,type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E10649,Type 1 diabetes mellitus with hypoglycemia without coma,type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E1065,Type 1 diabetes mellitus with hyperglycemia,type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E1069,Type 1 diabetes mellitus with other specified complication,type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E108,Type 1 diabetes mellitus with unspecified complications,type_1_diabetes
Autoimmune Disease,Type 1 Diabetes,E109,Type 1 diabetes mellitus without complications,type_1_diabetes
Autoimmune Disease,Crohn's Disease,K5000,Crohn's disease of small intestine without complications,crohns_disease
Autoimmune Disease,Crohn's Disease,K50011,Crohn's disease of small intestine with rectal bleeding,crohns_disease
Autoimmune Disease,Crohn's Disease,K50012,Crohn's disease of small intestine with intestinal obstruction,crohns_disease
Autoimmune Disease,Crohn's Disease,K50013,Crohn's disease of small intestine with fistula,crohns_disease
Autoimmune Disease,Crohn's Disease,K50014,Crohn's disease of small intestine with abscess,crohns_disease
Autoimmune Disease,Crohn's Disease,K50018,Crohn's disease of small intestine with other complication,crohns_disease
Autoimmune Disease,Crohn's Disease,K50019,Crohn's disease of small intestine with unspecified complications,crohns_disease
Autoimmune Disease,Crohn's Disease,K5010,Crohn's disease of large intestine without complications,crohns_disease
Autoimmune Disease,Crohn's Disease,K50111,Crohn's disease of large intestine with rectal bleeding,crohns_disease
Autoimmune Disease,Crohn's Disease,K50112,Crohn's disease of large intestine with intestinal obstruction,crohns_disease
Autoimmune Disease,Crohn's Disease,K50113,Crohn's disease of large intestine with fistula,crohns_disease
Autoimmune Disease,Crohn's Disease,K50114,Crohn's disease of large intestine with abscess,crohns_disease
Autoimmune Disease,Crohn's Disease,K50118,Crohn's disease of large intestine with other complication,crohns_disease
Autoimmune Disease,Crohn's Disease,K50119,Crohn's disease of large intestine with unspecified complications,crohns_disease
Autoimmune Disease,Crohn's Disease,K5080,Crohn's disease of both small and large intestine without complications,crohns_disease
Autoimmune Disease,Crohn's Disease,K50811,Crohn's disease of both small and large intestine with rectal bleeding,crohns_disease
Autoimmune Disease,Crohn's Disease,K50812,Crohn's disease of both small and large intestine with intestinal obstruction,crohns_disease
Autoimmune Disease,Crohn's Disease,K50813,Crohn's disease of both small and large intestine with fistula,crohns_disease
Autoimmune Disease,Crohn's Disease,K50814,Crohn's disease of both small and large intestine with abscess,crohns_disease
Autoimmune Disease,Crohn's Disease,K50818,Crohn's disease of both small and large intestine with other complication,crohns_disease
Autoimmune Disease,Crohn's Disease,K50819,Crohn's disease of both small and large intestine with unspecified complications,crohns_disease
Autoimmune Disease,Crohn's Disease,K5090,"Crohn's disease, unspecified, without complications",crohns_disease
Autoimmune Disease,Crohn's Disease,K50911,"Crohn's disease, unspecified, with rectal bleeding",crohns_disease
Autoimmune Disease,Crohn's Disease,K50912,"Crohn's disease, unspecified, with intestinal obstruction",crohns_disease
Autoimmune Disease,Crohn's Disease,K50913,"Crohn's disease, unspecified, with fistula",crohns_disease
Autoimmune Disease,Crohn's Disease,K50914,"Crohn's disease, unspecified, with abscess",crohns_disease
Autoimmune Disease,Crohn's Disease,K50918,"Crohn's disease, unspecified, with other complication",crohns_disease
Autoimmune Disease,Crohn's Disease,K50919,"Crohn's disease, unspecified, with unspecified complications",crohns_disease
Autoimmune Disease,Ulcerative Colitis,K5100,Ulcerative (chronic) pancolitis without complications,ulcerative_colitis
Autoimmune Disease,Ulcerative Colitis,K51011,Ulcerative (chronic) pancolitis with rectal bleeding,ulcerative_colitis
Autoimmune Disease,Ulcerative Colitis,K51012,Ulcerative (chronic) pancolitis with intestinal obstruction,ulcerative_colitis
Autoimmune Disease,Ulcerative Colitis,K51013,Ulcerative (chronic) pancolitis with fistula,ulcerative_colitis
Autoimmune Disease,Ulcerative Colitis,K51014,Ulcerative (chronic) pancolitis with abscess,ulcerative_colitis
Autoimmune Disease,Ulcerative Colitis,K51018,Ulcerative (chronic) pancolitis with other complication,ulcerative_colitis
Autoimmune Disease,Ulcerative Colitis,K51019,Ulcerative (chronic) pancolitis with unspecified complications,ulcerative_colitis
Autoimmune Disease,Ulcerative Colitis,K5120,Ulcerative (chronic) proctitis without complications,ulcerative_colitis
Autoimmune Disease,Ulcerative Colitis,K51211,Ulcerative (chronic) proctitis with rectal bleeding,ulcerative_colitis
Autoimmune Disease,Ulcerative Colitis,K51212,Ulcerative (chronic) proctitis with intestinal obstruction,ulcerative_colitis
Autoimmune Disease,Ulcerative Colitis,K51213,Ulcerative (chronic) proctitis with fistula,ulcerative_colitis
Autoimmune Disease,Ulcerative Colitis,K51214,Ulcerative (chronic) proctitis with abscess,ulcerative_colitis
Autoimmune Disease,Ulcerative Colitis,K51218,Ulcerative (chronic) proctitis with other complication,ulcerative_colitis
Autoimmune Disease,Ulcerative Colitis,K51219,Ulcerative (chronic) proctitis with unspecified complications,ulcerative_colitis
Autoimmune Disease,Ulcerative Colitis,K5130,Ulcerative (chronic) rectosigmoiditis without complications,ulcerative_colitis
Autoimmune Disease,Ulcerative Colitis,K51311,Ulcerative (chronic) rectosigmoiditis with rectal bleeding,ulcerative_colitis
Autoimmune Disease,Ulcerative Colitis,K51312,Ulcerative (chronic) rectosigmoiditis with intestinal obstruction,ulcerative_colitis
